#No	Program	Categ	RoleCode	Mission	HSFID	Role	Name	Rank	Employer	Sponsor	ID	LDate	Duration	Segments
# Updated 2022 Jun 03 03:10:47
#
# Human Space Rides
#
   347	RU	M	TM6/KI	Soyuz TM-6	H00133	Kosmonavt-issledovatel'	Abdul Ahad Mohmand Sarvar, Capt. Afghan AF	Capt. Afghan AF	AFGAF	TSPK	AS-00215	1988 Aug 29 0423:11	    8:20:26:27	D7EP3,TM5:5
   348	NASA	M	STS26R/CDR	STS-26	H00134	Commander	Frederick H. Hauck, Capt. USN, NASA	Capt. USN	USN	NASA	AS-00126	1988 Sep 29 1537:00	    4:01:00:11	-
   349	NASA	M	STS26R/PLT	STS-26	H00134	Pilot	Richard O. Covey, Col. USAF, NASA	Col. USAF	USAF	NASA	AS-00186	1988 Sep 29 1537:00	    4:01:00:11	-
   350	NASA	C	STS26R/MS1	STS-26	H00134	Mission Specialist 1	J. Michael Lounge, NASA	-	NASA	NASA	AS-00187	1988 Sep 29 1537:00	    4:01:00:11	-
   351	NASA	M	STS26R/MS2	STS-26	H00134	Mission Specialist 2	David C. Hilmers, Lt.Col USMC, NASA	Lt.Col USMC	USMC	NASA	AS-00192	1988 Sep 29 1537:00	    4:01:00:11	-
   352	NASA	C	STS26R/MS3	STS-26	H00134	Mission Specialist 3	George D. Nelson, Ph.D, NASA	-	NASA	NASA	AS-00149	1988 Sep 29 1537:00	    4:01:00:11	-
   353	RU	M	TM7/KDR	Soyuz TM-7	H00135	Komandir	Aleksandr Aleksandrovich Volkov, Pol. VVS	Pol. VVS	VVS	TSPK	AS-00190	1988 Nov 26 1549:34	  151:11:08:24	D7EO4,TM7:3,D7EO4,TM7:5
   354	RU	C	TM7/BI	Soyuz TM-7	H00135	Bortinzhener	Sergey Konstantinovich Krikalyov	-	NPOE	TSPK	AS-00216	1988 Nov 26 1549:34	  151:11:08:24	D7EO4,TM7:3,D7EO4,TM7:5
   355	RU	M	TM7/KI	Soyuz TM-7	H00135	Kosmonavt-issledovatel'	Jean-Loup Chretien, Gen. AAF	Gen. AAF	AAF/CNES	CNES	AS-00115	1988 Nov 26 1549:34	   24:18:07:26	D7EP4,TM6:5
   356	NASA	M	STS27R/CDR	STS-27	H00136	Commander	Robert L. Gibson, Cdr USN, NASA	Cdr USN	USN	NASA	AS-00139	1988 Dec  2 1430:34	    4:09:05:37	-
   357	NASA	M	STS27R/PLT	STS-27	H00136	Pilot	Guy S. Gardner, Lt.Col USAF, NASA	LtCol USAF	USAF	NASA	AS-00217	1988 Dec  2 1430:34	    4:09:05:37	-
   358	NASA	M	STS27R/MS1	STS-27	H00136	Mission Specialist 1	R. Michael Mullane, Col. USAF, NASA	Col. USAF	USAF	NASA	AS-00152	1988 Dec  2 1430:34	    4:09:05:37	-
   359	NASA	M	STS27R/MS2	STS-27	H00136	Mission Specialist 2	Jerry L. Ross, Maj. USAF, NASA	Maj. USAF	USAF	NASA	AS-00199	1988 Dec  2 1430:34	    4:09:05:37	-
   360	NASA	M	STS27R/MS3	STS-27	H00136	Mission Specialist 3	William M. Shepherd, Cdr USN, NASA	Cdr. USN	USN	NASA	AS-00218	1988 Dec  2 1430:34	    4:09:05:37	-
   361	NASA	M	STS29R/CDR	STS-29	H00137	Commander	Michael L. Coats, Capt. USN, NASA	Capt. USN	USN	NASA	AS-00151	1989 Mar 13 1457:00	    4:23:38:48	-
   362	NASA	M	STS29R/PLT	STS-29	H00137	Pilot	John E. Blaha, Col. USAF, NASA	Col. USAF	USAF	NASA	AS-00219	1989 Mar 13 1457:00	    4:23:38:48	-
   363	NASA	M	STS29R/MS1	STS-29	H00137	Mission Specialist 1	Robert C. Springer, Col. USMC, NASA	Col. USMC	USMC	NASA	AS-00220	1989 Mar 13 1457:00	    4:23:38:48	-
   364	NASA	M	STS29R/MS2	STS-29	H00137	Mission Specialist 2	James F. Buchli, Col. USMC, NASA	Col. USMC	USMC	NASA	AS-00165	1989 Mar 13 1457:00	    4:23:38:48	-
   365	NASA	C	STS29R/MS3	STS-29	H00137	Mission Specialist 3	James P. Bagian, MD, NASA	-	NASA	NASA	AS-00221	1989 Mar 13 1457:00	    4:23:38:48	-
   366	NASA	M	STS30R/CDR	STS-30	H00138	Commander	David M. Walker, Capt. USN, NASA	Capt. USN	USN	NASA	AS-00161	1989 May  4 1847:00	    4:00:56:26	-
   367	NASA	M	STS30R/PLT	STS-30	H00138	Pilot	Ronald J. Grabe, Col. USAF, NASA	Col. USAF	USAF	NASA	AS-00191	1989 May  4 1847:00	    4:00:56:26	-
   368	NASA	M	STS30R/MS1	STS-30	H00138	Mission Specialist 1	Mark C. Lee, Maj. USAF, NASA	Maj. USAF	USAF	NASA	AS-00222	1989 May  4 1847:00	    4:00:56:26	-
   369	NASA	C	STS30R/MS2	STS-30	H00138	Mission Specialist 2	Norman E. Thagard, MD, NASA	-	NASA	NASA	AS-00129	1989 May  4 1847:00	    4:00:56:26	-
   370	NASA	C	STS30R/MS3	STS-30	H00138	Mission Specialist 3	Mary L. Cleave, Ph.D, NASA	-	NASA	NASA	AS-00200	1989 May  4 1847:00	    4:00:56:26	-
   371	NASA	M	STS28R/CDR	STS-28	H00139	Commander	Brewster H. Shaw, Jr., Col USAF, NASA	Col. USAF	USAF	NASA	AS-00135	1989 Aug  8 1237:00	    5:01:00:09	-
   372	NASA	M	STS28R/PLT	STS-28	H00139	Pilot	Richard N. Richards,, Cdr USN, NASA	Cdr. USN	USN	NASA	AS-00223	1989 Aug  8 1237:00	    5:01:00:09	-
   373	NASA	M	STS28R/MS1	STS-28	H00139	Mission Specialist 1	David C. Leestma, Cdr USN, NASA	Cdr. USN	USN	NASA	AS-00158	1989 Aug  8 1237:00	    5:01:00:09	-
   374	NASA	M	STS28R/MS2	STS-28	H00139	Mission Specialist 2	James C. Adamson, Lt.Col. USA, NASA	Lt.Col USA	USA	NASA	AS-00224	1989 Aug  8 1237:00	    5:01:00:09	-
   375	NASA	M	STS28R/MS3	STS-28	H00139	Mission Specialist 3	Mark N. Brown, Lt.Col. USAF, NASA	Lt.Col USAF	USAF	NASA	AS-00225	1989 Aug  8 1237:00	    5:01:00:09	-
   376	RU	M	TM8/KDR	Soyuz TM-8	H00140	Komandir	Aleksandr Stepanovich Viktorenko,Pol. VVS	Pol. VVS	VVS	TSPK	AS-00208	1989 Sep  5 2138:03	  166:06:58:15	D7EO5,TM8:3,D7EO5,TM8:5
   377	RU	C	TM8/BI	Soyuz TM-8	H00140	Bortinzhener	Aleksandr Aleksandrovich Serebrov	-	NPOE	NPOE	AS-00117	1989 Sep  5 2138:03	  166:06:58:15	D7EO5,TM8:3,D7EO5,TM8:5
   378	NASA	M	STS34/CDR	STS-34	H00141	Commander	Donald E. Williams, Capt. USN, NASA	Capt. USN	USN	NASA	AS-00167	1989 Oct 18 1653:40	    4:23:39:21	-
   379	NASA	M	STS34/PLT	STS-34	H00141	Pilot	Michael J. McCulley, Cdr. USN, NASA	Cdr. USN	USN	NASA	AS-00226	1989 Oct 18 1653:40	    4:23:39:21	-
   380	NASA	C	STS34/MS1	STS-34	H00141	Mission Specialist 1	Shannon W. Lucid, Ph.D, NASA	-	NASA	NASA	AS-00178	1989 Oct 18 1653:40	    4:23:39:21	-
   381	NASA	C	STS34/MS2	STS-34	H00141	Mission Specialist 2	Franklin R. Chang-Diaz, Ph.D, NASA	-	NASA	NASA	AS-00204	1989 Oct 18 1653:40	    4:23:39:21	-
   382	NASA	C	STS34/MS3	STS-34	H00141	Mission Specialist 3	Ellen L. Baker, MD, NASA	-	NASA	NASA	AS-00227	1989 Oct 18 1653:40	    4:23:39:21	-
   383	NASA	M	STS33R/CDR	STS-33	H00142	Commander	Frederick D. Gregory, Col. USAF, NASA	Col. USAF	USAF	NASA	AS-00172	1989 Nov 23 0023:30	    5:00:06:45	-
   384	NASA	M	STS33R/PLT	STS-33	H00142	Pilot	John E. Blaha, Col. USAF, NASA	Col. USAF	USAF	NASA	AS-00219	1989 Nov 23 0023:30	    5:00:06:45	-
   385	NASA	M	STS33R/MS1	STS-33	H00142	Mission Specialist 1	Manley L. Carter, Jr, MD, Cdr USN, NASA	Cdr. USN	USN	NASA	AS-00228	1989 Nov 23 0023:30	    5:00:06:45	-
   386	NASA	C	STS33R/MS2	STS-33	H00142	Mission Specialist 2	F. Story Musgrave, MD, Ph.D, NASA	-	NASA	NASA	AS-00123	1989 Nov 23 0023:30	    5:00:06:45	-
   387	NASA	C	STS33R/MS3	STS-33	H00142	Mission Specialist 3	Kathryn C. Thornton, Ph.D, NASA	-	NASA	NASA	AS-00229	1989 Nov 23 0023:30	    5:00:06:45	-
   388	NASA	M	STS32R/CDR	STS-32	H00143	Commander	Daniel C. Brandenstein, Capt. USN, NASA	Capt. USN	USN	NASA	AS-00131	1990 Jan  9 1235:00	   10:21:00:36	-
   389	NASA	M	STS32R/PLT	STS-32	H00143	Pilot	James D. Wetherbee, Lt Cdr. USN, NASA	LtCdr. USN	USN	NASA	AS-00230	1990 Jan  9 1235:00	   10:21:00:36	-
   390	NASA	C	STS32R/MS1	STS-32	H00143	Mission Specialist 1	Bonnie J. Dunbar, Ph.D, NASA	-	NASA	NASA	AS-00194	1990 Jan  9 1235:00	   10:21:00:36	-
   391	NASA	C	STS32R/MS2	STS-32	H00143	Mission Specialist 2	Marsha S. Ivins, NASA	-	NASA	NASA	AS-00231	1990 Jan  9 1235:00	   10:21:00:36	-
   392	NASA	C	STS32R/MS3	STS-32	H00143	Mission Specialist 3	G. David Low, NASA	-	NASA	NASA	AS-00232	1990 Jan  9 1235:00	   10:21:00:36	-
   393	RU	M	TM9/KDR	Soyuz TM-9	H00144	Komandir	Anatoliy Yakovlevich Solov'yov, Pol. VVS	Pol. VVS	VVS	TSPK	AS-00212	1990 Feb 11 0616:00	  179:01:17 	D7EO6,TM9:3,D7EO6,TM9:5,D7EO6,TM9:7,D7EO6,TM9:9
   394	RU	C	TM9/BI	Soyuz TM-9	H00144	Bortinzhener	Aleksandr Nikolaevich Balandin	-	NPOE	NPOE	AS-00233	1990 Feb 11 0616:00	  179:01:17 	D7EO6,TM9:3,D7EO6,TM9:5,D7EO6,TM9:7,D7EO6,TM9:9
   395	NASA	M	STS36/CDR	STS-36	H00145	Commander	John O. Creighton, Capt USN, NASA	Capt USN	USN	NASA	AS-00176	1990 Feb 28 0750:22	    4:10:18:22	-
   396	NASA	M	STS36/PLT	STS-36	H00145	Pilot	John H. Casper, Col USAF, NASA	Col. USAF	USAF	NASA	AS-00234	1990 Feb 28 0750:22	    4:10:18:22	-
   397	NASA	M	STS36/MS1	STS-36	H00145	Mission Specialist 1	R. Michael Mullane, Col. USAF, NASA	Col. USAF	USAF	NASA	AS-00152	1990 Feb 28 0750:22	    4:10:18:22	-
   398	NASA	M	STS36/MS2	STS-36	H00145	Mission Specialist 2	David C. Hilmers, LtCol USAF, NASA	LtCol. USAF	USAF	NASA	AS-00192	1990 Feb 28 0750:22	    4:10:18:22	-
   399	NASA	M	STS36/MS3	STS-36	H00145	Mission Specialist 3	Pierre J. Thuot, LtCdr USN, NASA	LtCdr. USN	USN	NASA	AS-00235	1990 Feb 28 0750:22	    4:10:18:22	-
   400	NASA	M	STS31R/CDR	STS-31	H00146	Commander	Loren J. Shriver, Col. USAF, NASA	Col. USAF	USAF	NASA	AS-00163	1990 Apr 24 1233:52	    5:01:16:04	-
   401	NASA	M	STS31R/PLT	STS-31	H00146	Pilot	Charles F. Bolden, Jr., Col. USMC, NASA	Col. USMC	USMC	NASA	AS-00203	1990 Apr 24 1233:52	    5:01:16:04	-
   402	NASA	M	STS31R/MS1	STS-31	H00146	Mission Specialist 1	Bruce McCandless, II, Capt. USN. NASA	Capt. USN	USN	NASA	AS-00142	1990 Apr 24 1233:52	    5:01:16:04	-
   403	NASA	C	STS31R/MS2	STS-31	H00146	Mission Specialist 2	Steven A. Hawley, Ph.D, NASA	-	NASA	NASA	AS-00153	1990 Apr 24 1233:52	    5:01:16:04	-
   404	NASA	C	STS31R/MS3	STS-31	H00146	Mission Specialist 3	Kathryn D. Sullivan, Ph.D, NASA	-	NASA	NASA	AS-00157	1990 Apr 24 1233:52	    5:01:16:04	-
   405	RU	M	TM10/KDR	Soyuz TM-10	H00147	Komandir	Gennadiy Mikhailovich Manakov, Podpol. VVS	Podpol. VVS	VVS	TSPK	AS-00236	1990 Aug  1 0932:21	  130:20:35:51	D7EO7,TM10:3
   406	RU	C	TM10/BI	Soyuz TM-10	H00147	Bortinzhener	Gennadiy Mikhailovich Strekalov	-	NPOE	NPOE	AS-00107	1990 Aug  1 0932:21	  130:20:35:51	D7EO7,TM10:3
   407	NASA	M	STS41/CDR	STS-41	H00148	Commander	Richard N. Richards, Capt. USN, NASA	Capt. USN	USN	NASA	AS-00223	1990 Oct  6 1147:16	    4:02:10:02	-
   408	NASA	M	STS41/PLT	STS-41	H00148	Pilot	Robert D. Cabana, LtCol. USMC, NASA	LtCol. USMC	USMC	NASA	AS-00237	1990 Oct  6 1147:16	    4:02:10:02	-
   409	NASA	M	STS41/MS1	STS-41	H00148	Mission Specialist 1	Bruce E. Melnick, Cmdr. USCG, NASA	Cdr USCG	USCG	NASA	AS-00238	1990 Oct  6 1147:16	    4:02:10:02	-
   410	NASA	M	STS41/MS2	STS-41	H00148	Mission Specialist 2	William M. Shepherd, Capt. USN, NASA	Capt. USN	USN	NASA	AS-00218	1990 Oct  6 1147:16	    4:02:10:02	-
   411	NASA	M	STS41/MS3	STS-41	H00148	Mission Specialist 3	Thomas D. Akers, Maj. USAF, NASA	Maj. USAF	USAF	NASA	AS-00239	1990 Oct  6 1147:16	    4:02:10:02	-
   412	NASA	M	STS38/CDR	STS-38	H00149	Commander	Richard O. Covey, Col. USAF, NASA	Col. USAF	USAF	NASA	AS-00186	1990 Nov 15 2348:15	    4:21:54:27	-
   413	NASA	M	STS38/PLT	STS-38	H00149	Pilot	Frank L. Culbertson, Jr., Capt USN, NASA	Capt. USN	USN	NASA	AS-00240	1990 Nov 15 2348:15	    4:21:54:27	-
   414	NASA	M	STS38/MS1	STS-38	H00149	Mission Specialist 1	Carl J. Meade, Maj USAF, NASA	Maj. USAF	USAF	NASA	AS-00241	1990 Nov 15 2348:15	    4:21:54:27	-
   415	NASA	M	STS38/MS2	STS-38	H00149	Mission Specialist 2	Robert C. Springer, Col. USMC, NASA	Col. USMC	USMC	NASA	AS-00220	1990 Nov 15 2348:15	    4:21:54:27	-
   416	NASA	M	STS38/MS3	STS-38	H00149	Mission Specialist 3	Charles D. Gemar, Capt USA, NASA	Capt. USA	USA	NASA	AS-00242	1990 Nov 15 2348:15	    4:21:54:27	-
   417	NASA	C	STS35/CDR	STS-35	H00150	Commander	Vance D. Brand, NASA	-	NASA	NASA	AS-00084	1990 Dec  2 0649:00	    8:23:05:08	-
   418	NASA	M	STS35/PLT	STS-35	H00150	Pilot	Guy S. Gardner, Col. USAF, NASA	Col. USAF	USAF	NASA	AS-00217	1990 Dec  2 0649:00	    8:23:05:08	-
   419	NASA	C	STS35/MS1	STS-35	H00150	Mission Specialist 1	Jeffrey A. Hoffman, Ph.D, NASA	-	NASA	NASA	AS-00170	1990 Dec  2 0649:00	    8:23:05:08	-
   420	NASA	C	STS35/MS2	STS-35	H00150	Mission Specialist 2	J. Michael Lounge, NASA	-	NASA	NASA	AS-00187	1990 Dec  2 0649:00	    8:23:05:08	-
   421	NASA	C	STS35/MS3	STS-35	H00150	Mission Specialist 3	Robert A.R. Parker, Ph.D, NASA	-	NASA	NASA	AS-00136	1990 Dec  2 0649:00	    8:23:05:08	-
   422	NASA	PG	STS35/PS1	STS-35	H00150	Payload Specialist 1	Samuel T. Durrance, Ph.D, Johns Hopkins Univ.	-	JHU	NASA	AS-00243	1990 Dec  2 0649:00	    8:23:05:08	-
   423	NASA	PG	STS35/PS2	STS-35	H00150	Payload Specialist 2	Ronald A. Parise, Ph.D, Computer Science Corp.	-	CSC	NASA	AS-00244	1990 Dec  2 0649:00	    8:23:05:08	-
   424	RU	M	TM11/KDR	Soyuz TM-11	H00151	Komandir	Viktor Mikhailovich Afanas'ev, Pol. VVS	Pol. VVS	VVS	TSPK	AS-00245	1990 Dec  2 0813:32	  175:01:50:41	D7EO8,TM11:3,D7EO8,TM11:5
   425	RU	C	TM11/BI	Soyuz TM-11	H00151	Bortinzhener	Musa Khiramarovich Manarov	-	NPOE	NPOE	AS-00210	1990 Dec  2 0813:32	  175:01:50:41	D7EO8,TM11:3,D7EO8,TM11:5
   426	RU	PB	TM11/KI	Soyuz TM-11	H00151	Kosmonavt-issledovatel'	Toyohiro Akiyama	-	TBS	TBS	AS-00246	1990 Dec  2 0813:32	    7:21:54:40	D7EP5,TM10:3
   427	NASA	M	STS37/CDR	STS-37	H00152	Commander	Steven R. Nagel, Col. USAF, NASA	Col. USAF	USAF	NASA	AS-00177	1991 Apr  5 1422:45	    5:23:32:44	-
   428	NASA	M	STS37/PLT	STS-37	H00152	Pilot	Kenneth D. Cameron, Lt.Col USMC, NASA	Lt.Col. USMC	USMC	NASA	AS-00247	1991 Apr  5 1422:45	    5:23:32:44	-
   429	NASA	C	STS37/MS1	STS-37	H00152	Mission Specialist 1	Linda M. Godwin, Ph.D, NASA	-	NASA	NASA	AS-00248	1991 Apr  5 1422:45	    5:23:32:44	-
   430	NASA	M	STS37/MS2	STS-37	H00152	Mission Specialist 2	Jerry L. Ross, Lt.Col. USAF, NASA	Lt.Col. USAF	USAF	NASA	AS-00199	1991 Apr  5 1422:45	    5:23:32:44	-
   431	NASA	C	STS37/MS3	STS-37	H00152	Mission Specialist 3	Jerome Apt, Ph.D, NASA	-	NASA	NASA	AS-00249	1991 Apr  5 1422:45	    5:23:32:44	-
   432	NASA	M	STS39/CDR	STS-39	H00153	Commander	Michael L. Coats, Capt. USN, NASA	Capt. USN	USN	NASA	AS-00151	1991 Apr 28 1133:14	    8:07:22:21	-
   433	NASA	M	STS39/PLT	STS-39	H00153	Pilot	L. Blaine Hammond, Jr., Maj. USAF, NASA	Maj. USAF	USAF	NASA	AS-00250	1991 Apr 28 1133:14	    8:07:22:21	-
   434	NASA	C	STS39/MS1	STS-39	H00153	Mission Specialist 1	Gregory J. Harbaugh, NASA	-	NASA	NASA	AS-00251	1991 Apr 28 1133:14	    8:07:22:21	-
   435	NASA	M	STS39/MS2	STS-39	H00153	Mission Specialist 2	Donald R. McMonagle, Lt.Col. USAF, NASA	LtCol. USAF	USAF	NASA	AS-00252	1991 Apr 28 1133:14	    8:07:22:21	-
   436	NASA	M	STS39/MS3	STS-39	H00153	Mission Specialist 3	Guion S. Bluford, Ph.D, Col. USAF, NASA	Col. USAF	USAF	NASA	AS-00132	1991 Apr 28 1133:14	    8:07:22:21	-
   437	NASA	C	STS39/MS4	STS-39	H00153	Mission Specialist 4	C. Lacy Veach, NASA	-	NASA	NASA	AS-00253	1991 Apr 28 1133:14	    8:07:22:21	-
   438	NASA	C	STS39/MS5	STS-39	H00153	Mission Specialist 5	Richard J. Hieb, NASA	-	NASA	NASA	AS-00254	1991 Apr 28 1133:14	    8:07:22:21	-
   439	RU	M	TM12/KDR	Soyuz TM-12	H00154	Komandir	Anatoliy Pavlovich Artsebarskiy, Podpol. VVS	Podpol. VVS	VVS	TSPK	AS-00255	1991 May 18 1250:28	  144:15:21:50	D7EO9,TM12:3,D7EO9,TM12:5
   440	RU	C	TM12/BI	Soyuz TM-12	H00154	Bortinzhener	Sergei Konstantinovich Krikalyov	-	NPOE	NPOE	AS-00216	1991 May 18 1250:28	  311:20:00:34	D7EO9,TM12:3,D7EO9,D7EO10,TM13:3,D7EO10,TM13:5,D7EO10,TM13:7
   441	RU	PB	TM12/KI	Soyuz TM-12	H00154	Kosmonavt-issledovatel'	Helen Patricia Sharman	-	MNB	TSPK	AS-00256	1991 May 18 1250:28	    7:21:13:45	D7EP6,TM11:5
   442	NASA	M	STS40/CDR	STS-40	H00155	Commander	Bryan D. O'Connor, Col. USMC, NASA	Col. USMC	USMC	NASA	AS-00198	1991 Jun  5 1324:51	    9:02:14:20	-
   443	NASA	M	STS40/PLT	STS-40	H00155	Pilot	Sidney M. Gutierrez, Lt.Col USAF, NASA	Lt.Col USAF	USAF	NASA	AS-00257	1991 Jun  5 1324:51	    9:02:14:20	-
   444	NASA	C	STS40/MS1	STS-40	H00155	Mission Specialist 1	James P. Bagian, MD, NASA	-	NASA	NASA	AS-00221	1991 Jun  5 1324:51	    9:02:14:20	-
   445	NASA	C	STS40/MS2	STS-40	H00155	Mission Specialist 2	Tamara E. Jernigan, Ph.D, NASA	-	NASA	NASA	AS-00258	1991 Jun  5 1324:51	    9:02:14:20	-
   446	NASA	C	STS40/MS3	STS-40	H00155	Mission Specialist 3	M. Rhea Seddon, MD, NASA	-	NASA	NASA	AS-00168	1991 Jun  5 1324:51	    9:02:14:20	-
   447	NASA	PG	STS40/PS1	STS-40	H00155	Payload Specialist 1	F. Andrew Gaffney, MD, U. Texas	-	UT	NASA	AS-00259	1991 Jun  5 1324:51	    9:02:14:20	-
   448	NASA	PG	STS40/PS2	STS-40	H00155	Payload Specialist 2	Millie W. Hughes-Fulford, Ph.D, UCSF	-	UCSFMC	NASA	AS-00260	1991 Jun  5 1324:51	    9:02:14:20	-
   449	NASA	M	STS43/CDR	STS-43	H00156	Commander	John E. Blaha, Col. USAF, NASA	Col. USAF	USAF	NASA	AS-00219	1991 Aug  2 1502:00	    8:21:21:25	-
   450	NASA	M	STS43/PLT	STS-43	H00156	Pilot	Michael A. Baker, Cdr. USN, NASA	Cdr. USN	USN	NASA	AS-00261	1991 Aug  2 1502:00	    8:21:21:25	-
   451	NASA	C	STS43/MS1	STS-43	H00156	Mission Specialist 1	Shannon W. Lucid, Ph.D, NASA	-	NASA	NASA	AS-00178	1991 Aug  2 1502:00	    8:21:21:25	-
   452	NASA	C	STS43/MS2	STS-43	H00156	Mission Specialist 2	G. David Low, NASA	-	NASA	NASA	AS-00232	1991 Aug  2 1502:00	    8:21:21:25	-
   453	NASA	M	STS43/MS3	STS-43	H00156	Mission Specialist 3	James C. Adamson, Col. USA, NASA	Col. USA	USA	NASA	AS-00224	1991 Aug  2 1502:00	    8:21:21:25	-
   454	NASA	M	STS48/CDR	STS-48	H00157	Commander	John O. Creighton, Capt USN, NASA	Capt. USN	USN	NASA	AS-00176	1991 Sep 12 2311:04	    5:08:27:38	-
   455	NASA	M	STS48/PLT	STS-48	H00157	Pilot	Kenneth Reightler, Jr, Cdr USN, NASA	Cdr. USN	USN	NASA	AS-00262	1991 Sep 12 2311:04	    5:08:27:38	-
   456	NASA	M	STS48/MS1	STS-48	H00157	Mission Specialist 1	Charles D. Gemar, Maj. USA, NASA	Maj. USA	USA	NASA	AS-00242	1991 Sep 12 2311:04	    5:08:27:38	-
   457	NASA	M	STS48/MS2	STS-48	H00157	Mission Specialist 2	James F. Buchli, Col. USMC, NASA	Col. USMC	USMC	NASA	AS-00165	1991 Sep 12 2311:04	    5:08:27:38	-
   458	NASA	M	STS48/MS3	STS-48	H00157	Mission Specialist 3	Mark N. Brown, Col. USAF, NASA	Col. USAF	USAF	NASA	AS-00225	1991 Sep 12 2311:04	    5:08:27:38	-
   459	RU	M	TM13/KDR	Soyuz TM-13	H00158	Komandir	Aleksandr Aleksandrovich Volkov, Pol. VVS	Pol. VVS	VVS	TSPK	AS-00190	1991 Oct  2 0559:38	  175:02:51:24	D7EO10,TM13:3,D7EO10,TM13:5,D7EO10,TM13:7
   460	RU	M	TM13/BI	Soyuz TM-13	H00158	Bortinzhener	Tokhtar Aubakirov, Mai. VVS	Mai. VVS, ret.	TSPK	TSPK	AS-00263	1991 Oct  2 0559:38	    7:22:12:40	D7EO10,TM12:5
   461	RU	C	TM13/KI	Soyuz TM-13	H00158	Kosmonavt-issledovatel'	Franz Viehbock, PhD, Osterreich    BMWF	-	BMWFO	TSPK	AS-00264	1991 Oct  2 0559:38	    7:22:12:40	D7EP7,TM12:5
   462	NASA	M	STS44/CDR	STS-44	H00159	Commander	Frederick D. Gregory, Col. USAF, NASA	Col. USAF	USAF	NASA	AS-00172	1991 Nov 24 2344:00	    6:22:50:42	-
   463	NASA	M	STS44/PLT	STS-44	H00159	Pilot	Terence T. Henricks, Col. USAF, NASA	Col. USAF	USAF	NASA	AS-00265	1991 Nov 24 2344:00	    6:22:50:42	-
   464	NASA	M	STS44/MS1	STS-44	H00159	Mission Specialist 1	James S. Voss, Lt. Col. USA, NASA	Col. USA	USA	NASA	AS-00266	1991 Nov 24 2344:00	    6:22:50:42	-
   465	NASA	C	STS44/MS2	STS-44	H00159	Mission Specialist 2	F. Story Musgrave, Ph.D., MD, NASA	-	NASA	NASA	AS-00123	1991 Nov 24 2344:00	    6:22:50:42	-
   466	NASA	M	STS44/MS3	STS-44	H00159	Mission Specialist 3	Mario Runco, Jr, Lt Cdr USN, NASA	LtCdr USN	USN	NASA	AS-00267	1991 Nov 24 2344:00	    6:22:50:42	-
   467	NASA	M	STS44/PS1	STS-44	H00159	Payload Specialist 1	Thomas J Hennen, CWO-3 USA	CWO-3 USA	USAIC	USAIC	AS-00268	1991 Nov 24 2344:00	    6:22:50:42	-
   468	NASA	M	STS42/CDR	STS-42	H00160	Commander	Ronald J. Grabe, Col. USAF, NASA	Col. USAF	USAF	NASA	AS-00191	1992 Jan 22 1452:33	    8:01:14:44	-
   469	NASA	C	STS42/PLT	STS-42	H00160	Pilot	Stephen S. Oswald, NASA	-	NASA	NASA	AS-00269	1992 Jan 22 1452:33	    8:01:14:44	-
   470	NASA	C	STS42/MS1	STS-42	H00160	Payload Commander	Norman E. Thagard, MD, NASA	-	NASA	NASA	AS-00129	1992 Jan 22 1452:33	    8:01:14:44	-
   471	NASA	C	STS42/MS2	STS-42	H00160	Mission Specialist 2	William F. Readdy, NASA	-	NASA	NASA	AS-00270	1992 Jan 22 1452:33	    8:01:14:44	-
   472	NASA	M	STS42/MS3	STS-42	H00160	Mission Specialist 3	David C. Hilmers, Lt. Col. USMC, NASA	Lt.Col USMC	USMC	NASA	AS-00192	1992 Jan 22 1452:33	    8:01:14:44	-
   473	NASA	C	STS42/PS1	STS-42	H00160	Payload Specialist 1	Roberta Bondar, PhD, CSA	-	CSA	CSA	AS-00271	1992 Jan 22 1452:33	    8:01:14:44	-
   474	NASA	C	STS42/PS2	STS-42	H00160	Payload Specialist 2	Ulf Merbold, PhD, ESA	-	ESA	ESA	AS-00137	1992 Jan 22 1452:33	    8:01:14:44	-
   475	RU	M	TM14/KDR	Soyuz TM-14	H00161	Komandir	Aleksandr Stepanovich Viktorenko, Pol. VVS	Pol. VVS	VVSR	TSPK	AS-00208	1992 Mar 17 1054:30	  145:14:10:32	D7EO11,TM14:3
   476	RU	C	TM14/BI	Soyuz TM-14	H00161	Bortinzhener	Aleksandr Yurievich Kaleri	-	NPOE	NPOE	AS-00272	1992 Mar 17 1054:30	  145:14:10:32	D7EO11,TM14:3
   477	RU	C	TM14/KI	Soyuz TM-14	H00161	Kosmonavt-issledovatel'	Klaus-Dietrich Flade, DLR	-	DLR	DLR	AS-00273	1992 Mar 17 1054:30	    7:21:56:32	D7EP8,TM13:7
   478	NASA	M	STS45/CDR	STS-45	H00162	Commander	Charles Bolden, Col USMC, NASA	Col. USMC	USMC	NASA	AS-00203	1992 Mar 24 1313:39	    8:22:09:27	-
   479	NASA	M	STS45/PLT	STS-45	H00162	Pilot	Brian Duffy, Lt Col USAF, NASA	Lt.Col USAF	USAF	NASA	AS-00274	1992 Mar 24 1313:39	    8:22:09:27	-
   480	NASA	C	STS45/MS1	STS-45	H00162	Payload Commander	Kathy Sullivan, PhD, NASA	-	NASA	NASA	AS-00157	1992 Mar 24 1313:39	    8:22:09:27	-
